CAH6_MOUSE	GO:0005575|0.651	GO:0110165|0.604	GO:0008150|0.741
WIPF3_RAT	GO:0005575|0.849	GO:0110165|0.831	GO:0008150|0.766	GO:0009987|0.350
HCN1_SCHPO	GO:0005575|0.750	GO:0110165|0.654	GO:0008150|0.851	GO:0009987|0.474
SP382_YEAST	GO:0005575|0.799	GO:0110165|0.752	GO:0008150|0.761	GO:0009987|0.311
OR98A_DROME	GO:0005575|0.780	GO:0110165|0.749	GO:0008150|0.836	GO:0009987|0.432
NCKX3_MOUSE	GO:0005575|0.843	GO:0110165|0.832	GO:0008150|0.900	GO:0009987|0.568
UGPB_ECOLI	GO:0005575|0.711	GO:0110165|0.695	GO:0008150|0.674
NU3C_ORYNI	GO:0005575|0.660	GO:0110165|0.591	GO:0008150|0.750
TALD3_DANRE	GO:0005575|0.823	GO:0110165|0.766	GO:0008150|0.821	GO:0009987|0.377
SHIP2_HUMAN	GO:0005575|0.875	GO:0110165|0.853	GO:0008150|0.838	GO:0009987|0.454
IRX4_MOUSE	GO:0005575|0.793	GO:0110165|0.739	GO:0008150|0.629
MAL_CANLF	GO:0005575|0.615	GO:0110165|0.587	GO:0008150|0.744
CTSR3_HUMAN	GO:0005575|0.832	GO:0110165|0.816	GO:0008150|0.898	GO:0016020|0.340	GO:0071944|0.348	GO:0009987|0.448
MYCE_MICGR	GO:0005575|0.591	GO:0110165|0.540	GO:0008150|0.723
FLOT2_DROME	GO:0005575|0.846	GO:0110165|0.778	GO:0008150|0.771	GO:0009987|0.375
MIB2_MOUSE	GO:0005575|0.733	GO:0110165|0.715	GO:0008150|0.871	GO:0009987|0.420
COA6_HUMAN	GO:0005575|0.572	GO:0110165|0.528	GO:0008150|0.805	GO:0009987|0.366
VPB20_MYCTU	GO:0005575|0.611	GO:0110165|0.543	GO:0008150|0.744	GO:0009987|0.388
TLE1_MOUSE	GO:0005575|0.842	GO:0110165|0.839	GO:0008150|0.825	GO:0009987|0.383
MED1_YEAST	GO:0005575|0.829	GO:0110165|0.762	GO:0008150|0.826	GO:0009987|0.379
AFG32_MOUSE	GO:0005575|0.804	GO:0110165|0.769	GO:0008150|0.755
RTCB_PYRAE	GO:0005575|0.674	GO:0110165|0.623	GO:0008150|0.671
PSF1_XENLA	GO:0005575|0.610	GO:0110165|0.590	GO:0008150|0.873	GO:0009987|0.466
NPY5R_RAT	GO:0005575|0.764	GO:0110165|0.740	GO:0008150|0.862	GO:0009987|0.418
PCCB_HUMAN	GO:0005575|0.692	GO:0110165|0.661	GO:0008150|0.715
SPT10_YEAST	GO:0005575|0.758	GO:0110165|0.736	GO:0008150|0.828	GO:0009987|0.378
SAST_HUMAN	GO:0005575|0.786	GO:0110165|0.731	GO:0008150|0.894	GO:0009987|0.576
SC46_TITOB	GO:0005575|0.554	GO:0110165|0.554	GO:0008150|0.923	GO:0009987|0.385	GO:0050896|0.690	GO:0050789|0.603	GO:0065007|0.663	GO:0006950|0.661	GO:0009605|0.343	GO:0006952|0.498	GO:0005576|0.554
PIGC_SERS3	GO:0005575|0.664	GO:0110165|0.596	GO:0008150|0.812	GO:0009987|0.352
SYNP2_MOUSE	GO:0005575|0.903	GO:0110165|0.898	GO:0008150|0.843	GO:0009987|0.412
CISY_RAT	GO:0005575|0.740	GO:0110165|0.730	GO:0008150|0.778
IF2B2_HUMAN	GO:0005575|0.621	GO:0110165|0.546	GO:0008150|0.747	GO:0009987|0.316
CHI58_ARATH	GO:0005575|0.667	GO:0110165|0.638	GO:0008150|0.911	GO:0009987|0.440
WSC4_YEAST	GO:0005575|0.881	GO:0110165|0.841	GO:0008150|0.825	GO:0009987|0.399
ICE1_ARATH	GO:0005575|0.704	GO:0110165|0.636	GO:0008150|0.859	GO:0009987|0.369
RECAC_ARATH	GO:0005575|0.705	GO:0110165|0.654	GO:0008150|0.760	GO:0009987|0.383
ACV1B_HUMAN	GO:0005575|0.722	GO:0110165|0.650	GO:0008150|0.888	GO:0009987|0.403
ZNT1_RAT	GO:0005575|0.841	GO:0110165|0.805	GO:0008150|0.882	GO:0009987|0.475
OXDA_PIG	GO:0005575|0.663	GO:0110165|0.621	GO:0008150|0.746
RGF3_SCHPO	GO:0005575|0.809	GO:0110165|0.760	GO:0008150|0.831	GO:0009987|0.424
TMED3_HUMAN	GO:0005575|0.674	GO:0110165|0.645	GO:0008150|0.799
RM11_SCHPO	GO:0005575|0.861	GO:0110165|0.819	GO:0008150|0.746	GO:0009987|0.332
TACT_MOUSE	GO:0005575|0.916	GO:0110165|0.899	GO:0008150|0.782	GO:0071944|0.365	GO:0009987|0.331
YCIO_ECOLI	GO:0005575|0.698	GO:0110165|0.653	GO:0008150|0.858	GO:0009987|0.480
RUX_DROME	GO:0005575|0.806	GO:0110165|0.774	GO:0008150|0.817	GO:0009987|0.362
CAPS2_MOUSE	GO:0005575|0.849	GO:0110165|0.819	GO:0008150|0.876	GO:0009987|0.495
ERG7_CANAL	GO:0005575|0.656	GO:0110165|0.574	GO:0008150|0.795
GSTK1_RAT	GO:0005575|0.795	GO:0110165|0.789	GO:0008150|0.822	GO:0009987|0.362
NP1L1_HUMAN	GO:0005575|0.859	GO:0110165|0.842	GO:0008150|0.815	GO:0009987|0.457
RFA1_TETTS	GO:0005575|0.796	GO:0110165|0.760	GO:0008150|0.817	GO:0009987|0.315
NHR22_CAEEL	GO:0005575|0.766	GO:0110165|0.706	GO:0008150|0.873	GO:0009987|0.478
RS23B_SCHPO	GO:0005575|0.822	GO:0110165|0.790	GO:0008150|0.835	GO:0009987|0.478
TTC3_MOUSE	GO:0005575|0.831	GO:0110165|0.821	GO:0032501|0.683	GO:0008150|0.946	GO:0009987|0.569	GO:0050896|0.795	GO:0050789|0.887	GO:0065007|0.892	GO:0050794|0.465	GO:0051716|0.467	GO:0007154|0.465	GO:0007165|0.465	GO:0023052|0.465	GO:0006950|0.773	GO:0009605|0.514	GO:0098542|0.347	GO:0043207|0.347	GO:0006952|0.705	GO:0048518|0.683	GO:0044419|0.347	GO:0051707|0.347	GO:0009607|0.347	GO:0005576|0.735	GO:0007186|0.465	GO:0051239|0.683	GO:0003008|0.683	GO:0044057|0.683	GO:0051240|0.683	GO:0090257|0.683	GO:0003012|0.683	GO:0006939|0.672	GO:0006936|0.683	GO:0006940|0.638	GO:0006937|0.683	GO:0045933|0.683	GO:0045987|0.638	GO:0007218|0.465
AATF_DROME	GO:0005575|0.846	GO:0110165|0.804	GO:0008150|0.650
CHPT1_HUMAN	GO:0005575|0.737	GO:0110165|0.724	GO:0008150|0.814	GO:0009987|0.341
BLUB_RHORT	GO:0005575|0.614	GO:0110165|0.547	GO:0008150|0.880	GO:0009987|0.434
GL1D1_HUMAN	GO:0005575|0.627	GO:0110165|0.583	GO:0008150|0.765	GO:0009987|0.311
GP2_HUMAN	GO:0005575|0.677	GO:0110165|0.621	GO:0008150|0.842	GO:0009987|0.389
PCHR_BACSU	GO:0005575|0.884	GO:0110165|0.838	GO:0008150|0.770	GO:0009987|0.351
BAD_RAT	GO:0005575|0.598	GO:0110165|0.528	GO:0008150|0.847	GO:0009987|0.417
LTBP2_HUMAN	GO:0005575|0.771	GO:0110165|0.738	GO:0008150|0.913	GO:0009987|0.537
LACG_LEPBD	GO:0005575|0.595	GO:0110165|0.545	GO:0008150|0.745	GO:0009987|0.313
MIC19_HUMAN	GO:0005575|0.757	GO:0110165|0.704	GO:0008150|0.728	GO:0009987|0.356
ASNA1_CHLRE	GO:0005575|0.752	GO:0110165|0.702	GO:0008150|0.806	GO:0009987|0.359
TRA2_CAERE	GO:0005575|0.894	GO:0110165|0.868	GO:0008150|0.768	GO:0016020|0.340	GO:0009987|0.313
TRM2_HCMVM	GO:0005575|0.777	GO:0110165|0.728	GO:0008150|0.888	GO:0009987|0.520
MLR1_SCHPO	GO:0005575|0.605	GO:0110165|0.561	GO:0008150|0.786
C1TM_YEAST	GO:0005575|0.865	GO:0110165|0.838	GO:0008150|0.753	GO:0009987|0.313
O52D1_HUMAN	GO:0005575|0.606	GO:0110165|0.555	GO:0008150|0.796
NRBP2_MOUSE	GO:0005575|0.665	GO:0110165|0.659	GO:0008150|0.723
YL11B_YEAST	GO:0005575|0.817	GO:0110165|0.770	GO:0008150|0.865	GO:0009987|0.426
CCR3_HUMAN	GO:0005575|0.744	GO:0110165|0.682	GO:0008150|0.828	GO:0009987|0.479
MNTS_ECOLI	GO:0005575|0.759	GO:0110165|0.678	GO:0008150|0.856	GO:0009987|0.318	GO:0050789|0.373	GO:0065007|0.470
YGF3_SCHPO	GO:0005575|0.762	GO:0110165|0.750	GO:0008150|0.876	GO:0009987|0.500
NHAR_ECOLI	GO:0005575|0.577	GO:0110165|0.542	GO:0008150|0.723
CLPT1_HUMAN	GO:0005575|0.888	GO:0110165|0.876	GO:0008150|0.881	GO:0016020|0.322	GO:0009987|0.435
VGFAA_DANRE	GO:0005575|0.819	GO:0110165|0.773	GO:0032501|0.318	GO:0008150|0.920	GO:0009987|0.592	GO:0050789|0.324	GO:0065007|0.356
HAP28_HUMAN	GO:0005575|0.781	GO:0110165|0.755	GO:0008150|0.780	GO:0009987|0.392
LOV1B_ARATH	GO:0005575|0.696	GO:0110165|0.682	GO:0008150|0.866	GO:0009987|0.491
PPR31_ARATH	GO:0005575|0.876	GO:0110165|0.850	GO:0008150|0.810	GO:0009987|0.445
MAT1_TOBAC	GO:0005575|0.700	GO:0110165|0.676	GO:0008150|0.799	GO:0009987|0.341
CE290_MOUSE	GO:0005575|0.866	GO:0110165|0.790	GO:0008150|0.829	GO:0009987|0.411
SIA7E_MOUSE	GO:0005575|0.825	GO:0110165|0.808	GO:0008150|0.916	GO:0009987|0.564
ANDR_MOUSE	GO:0005575|0.835	GO:0110165|0.798	GO:0008150|0.891	GO:0009987|0.470
MIGA2_HUMAN	GO:0005575|0.780	GO:0110165|0.729	GO:0008150|0.701
COA2_YEAST	GO:0005575|0.851	GO:0110165|0.837	GO:0008150|0.522
JTB_MOUSE	GO:0005575|0.795	GO:0110165|0.766	GO:0008150|0.903	GO:0009987|0.584	GO:0050896|0.348	GO:0050789|0.315	GO:0065007|0.389
CDPKN_ORYSJ	GO:0005575|0.731	GO:0110165|0.675	GO:0008150|0.810	GO:0009987|0.372
HBA_RAT	GO:0005575|0.610	GO:0110165|0.557	GO:0008150|0.723	GO:0009987|0.306
GTT3_YEAST	GO:0005575|0.841	GO:0110165|0.787	GO:0008150|0.882	GO:0009987|0.480
UR2R_RAT	GO:0005575|0.760	GO:0110165|0.742	GO:0008150|0.894	GO:0009987|0.489
MYL6B_MOUSE	GO:0005575|0.782	GO:0110165|0.759	GO:0008150|0.695
HOL26_BPSPP	GO:0005575|0.784	GO:0110165|0.718	GO:0008150|0.796
SDHF2_HUMAN	GO:0005575|0.766	GO:0110165|0.729	GO:0008150|0.825	GO:0009987|0.376
NLGN1_CAEEL	GO:0005575|0.762	GO:0110165|0.726	GO:0008150|0.822	GO:0009987|0.346
SGRT_ECOLI	GO:0005575|0.614	GO:0110165|0.549	GO:0008150|0.759
RCSA_ECOLI	GO:0005575|0.794	GO:0110165|0.752	GO:0008150|0.778	GO:0009987|0.313
IR10_HCMVM	GO:0005575|0.885	GO:0110165|0.874	GO:0008150|0.875	GO:0016020|0.321	GO:0009987|0.523
NRM_HUMAN	GO:0005575|0.784	GO:0110165|0.776	GO:0008150|0.896	GO:0071944|0.330	GO:0009987|0.570
HSP70_AJECA	GO:0005575|0.891	GO:0110165|0.876	GO:0008150|0.757	GO:0016020|0.388	GO:0071944|0.343
WDFY3_HUMAN	GO:0005575|0.869	GO:0110165|0.855	GO:0008150|0.883	GO:0009987|0.455
GIS4_YEAST	GO:0005575|0.870	GO:0110165|0.838	GO:0008150|0.794	GO:0009987|0.338
ORR9_ORYSI	GO:0005575|0.757	GO:0110165|0.741	GO:0008150|0.816	GO:0009987|0.458
LEC_LENCU	GO:0005575|0.768	GO:0110165|0.723	GO:0008150|0.785
TBX35_CAEEL	GO:0005575|0.780	GO:0110165|0.725	GO:0008150|0.867	GO:0009987|0.451
YPS1_YEAST	GO:0005575|0.751	GO:0110165|0.707	GO:0008150|0.764	GO:0009987|0.311
ANM1B_XENLA	GO:0005575|0.663	GO:0110165|0.641	GO:0008150|0.825	GO:0009987|0.447
MATN3_HUMAN	GO:0005575|0.825	GO:0110165|0.807	GO:0008150|0.899	GO:0009987|0.593
Y910_MYCTU	GO:0005575|0.378	GO:0110165|0.355	GO:0008150|0.551
ENDO_BPT7	GO:0005575|0.561	GO:0110165|0.515	GO:0008150|0.610
YBAT_ECOLI	GO:0005575|0.768	GO:0110165|0.768	GO:0008150|0.860	GO:0009987|0.359
PLEK2_MOUSE	GO:0005575|0.804	GO:0110165|0.764	GO:0008150|0.810	GO:0009987|0.442
NB5R2_DANRE	GO:0005575|0.748	GO:0110165|0.737	GO:0008150|0.785	GO:0009987|0.326
CALM_YEAST	GO:0005575|0.572	GO:0110165|0.569	GO:0008150|0.724
RL82_ARATH	GO:0005575|0.661	GO:0110165|0.633	GO:0008150|0.608
ADP1_YEAST	GO:0005575|0.857	GO:0110165|0.829	GO:0008150|0.897	GO:0009987|0.444
PAT_MYCS2	GO:0005575|0.453	GO:0110165|0.428	GO:0008150|0.620
ACHA_RAT	GO:0005575|0.843	GO:0110165|0.794	GO:0008150|0.824	GO:0009987|0.322
APC10_DROME	GO:0005575|0.659	GO:0110165|0.611	GO:0008150|0.810	GO:0009987|0.334
GUTM_ECOLI	GO:0005575|0.709	GO:0110165|0.652	GO:0008150|0.816
AST1_YEAST	GO:0005575|0.729	GO:0110165|0.686	GO:0008150|0.736
CP2CT_MOUSE	GO:0005575|0.808	GO:0110165|0.760	GO:0008150|0.875	GO:0009987|0.420
LYS9_YEAST	GO:0005575|0.713	GO:0110165|0.653	GO:0008150|0.627
ACO11_HUMAN	GO:0005575|0.590	GO:0110165|0.515	GO:0008150|0.772
VAV2_MOUSE	GO:0005575|0.826	GO:0110165|0.795	GO:0008150|0.772
FAL1_YEAST	GO:0005575|0.784	GO:0110165|0.716	GO:0008150|0.830	GO:0009987|0.393
NDLMS_EUBBA	GO:0005575|0.620	GO:0110165|0.592	GO:0008150|0.743	GO:0009987|0.320
RBM26_HUMAN	GO:0005575|0.874	GO:0110165|0.831	GO:0008150|0.766	GO:0009987|0.371
IRM1_ARATH	GO:0005575|0.697	GO:0110165|0.582	GO:0008150|0.910	GO:0009987|0.621	GO:0050789|0.341	GO:0065007|0.372
YAP5_YEAST	GO:0005575|0.905	GO:0110165|0.848	GO:0008150|0.822	GO:0009987|0.436
ANF_MOUSE	GO:0005575|0.865	GO:0110165|0.842	GO:0008150|0.656
MPC2_MOUSE	GO:0005575|0.709	GO:0110165|0.647	GO:0008150|0.887	GO:0009987|0.608
MYO52_SCHPO	GO:0005575|0.833	GO:0110165|0.800	GO:0008150|0.800	GO:0009987|0.369
NIP7_SCHPO	GO:0005575|0.583	GO:0110165|0.502	GO:0008150|0.680
TPS6_VITAC	GO:0005575|0.792	GO:0110165|0.726	GO:0008150|0.842	GO:0009987|0.471
HYI_DROME	GO:0005575|0.727	GO:0110165|0.703	GO:0008150|0.817	GO:0009987|0.380
MMP21_DANRE	GO:0005575|0.513	GO:0110165|0.482	GO:0008150|0.840	GO:0009987|0.364
FLZ16_ARATH	GO:0005575|0.659	GO:0110165|0.586	GO:0008150|0.815	GO:0009987|0.301
RL27A_TRYBB	GO:0005575|0.674	GO:0110165|0.612	GO:0008150|0.729
PDEB_ECOLI	GO:0005575|0.743	GO:0110165|0.724	GO:0008150|0.702
PH4H_HUMAN	GO:0005575|0.780	GO:0110165|0.732	GO:0008150|0.675
GDAP2_DROME	GO:0005575|0.705	GO:0110165|0.643	GO:0008150|0.759	GO:0009987|0.307
PUP13_ARATH	GO:0005575|0.864	GO:0110165|0.850	GO:0008150|0.820	GO:0016020|0.317	GO:0009987|0.365
GHT4_SCHPO	GO:0005575|0.808	GO:0110165|0.798	GO:0008150|0.714
RER4_ARATH	GO:0005575|0.770	GO:0110165|0.751	GO:0008150|0.619
ATSE3_PSEAE	GO:0005575|0.549	GO:0110165|0.485	GO:0008150|0.690
YCCU_ECOLI	GO:0005575|0.624	GO:0110165|0.573	GO:0008150|0.663
RAPSN_MOUSE	GO:0005575|0.709	GO:0110165|0.642	GO:0008150|0.880	GO:0009987|0.535
2AAG_ARATH	GO:0005575|0.739	GO:0110165|0.692	GO:0008150|0.839	GO:0009987|0.480
ZNT5_HUMAN	GO:0005575|0.832	GO:0110165|0.821	GO:0008150|0.817	GO:0009987|0.386
RPB9_HUMAN	GO:0005575|0.589	GO:0110165|0.515	GO:0008150|0.879	GO:0009987|0.481
PLYH_EMENI	GO:0005575|0.728	GO:0110165|0.684	GO:0008150|0.862	GO:0009987|0.452
ARSL_HUMAN	GO:0005575|0.695	GO:0110165|0.631	GO:0008150|0.863	GO:0009987|0.400
EXD1_BOMMO	GO:0005575|0.624	GO:0110165|0.583	GO:0008150|0.760	GO:0009987|0.348
XAT2_ORYSJ	GO:0005575|0.879	GO:0110165|0.876	GO:0008150|0.756
SYG_YEAST	GO:0005575|0.772	GO:0110165|0.772	GO:0008150|0.654
NSUN7_MOUSE	GO:0005575|0.733	GO:0110165|0.704	GO:0008150|0.732
XCR1_MOUSE	GO:0005575|0.812	GO:0110165|0.797	GO:0008150|0.838	GO:0009987|0.444
PTHR_HUMAN	GO:0005575|0.817	GO:0110165|0.817	GO:0008150|0.778
TSN2A_DROME	GO:0005575|0.796	GO:0110165|0.757	GO:0008150|0.739
FZD3_XENLA	GO:0005575|0.843	GO:0110165|0.813	GO:0008150|0.876	GO:0009987|0.445
CLCA_ARATH	GO:0005575|0.706	GO:0110165|0.677	GO:0008150|0.840	GO:0009987|0.361
AL7A1_DICDI	GO:0005575|0.725	GO:0110165|0.689	GO:0008150|0.779
SLAH2_ARATH	GO:0005575|0.817	GO:0110165|0.784	GO:0008150|0.821	GO:0009987|0.395
BEL1_ARATH	GO:0005575|0.721	GO:0110165|0.660	GO:0008150|0.846	GO:0009987|0.316
YDQC_SCHPO	GO:0005575|0.776	GO:0110165|0.755	GO:0008150|0.739
AGAL_THEMA	GO:0005575|0.670	GO:0110165|0.666	GO:0008150|0.782	GO:0009987|0.366
NDPA_ECOLI	GO:0005575|0.682	GO:0110165|0.584	GO:0008150|0.852	GO:0009987|0.441
NKAP_DROME	GO:0005575|0.846	GO:0110165|0.818	GO:0008150|0.774	GO:0009987|0.442
MDY2_YEAST	GO:0005575|0.811	GO:0110165|0.784	GO:0008150|0.799	GO:0009987|0.425
ENO1_LACPL	GO:0005575|0.701	GO:0110165|0.649	GO:0008150|0.633
WWOX_HUMAN	GO:0005575|0.710	GO:0110165|0.678	GO:0008150|0.890	GO:0009987|0.525
MV3K_THEAC	GO:0005575|0.769	GO:0110165|0.685	GO:0008150|0.763
YL8H_SCHPO	GO:0005575|0.714	GO:0110165|0.633	GO:0008150|0.794	GO:0009987|0.352
C2D2A_HUMAN	GO:0005575|0.904	GO:0110165|0.880	GO:0008150|0.870	GO:0009987|0.428
GLYCP_HENDH	GO:0005575|0.728	GO:0110165|0.707	GO:0008150|0.794	GO:0009987|0.309
NAP1B_ARATH	GO:0005575|0.802	GO:0110165|0.775	GO:0008150|0.663
CERS1_MOUSE	GO:0005575|0.758	GO:0110165|0.725	GO:0008150|0.795	GO:0009987|0.336
MIS4_SCHPO	GO:0005575|0.874	GO:0110165|0.853	GO:0008150|0.860	GO:0009987|0.395
TRADD_MOUSE	GO:0005575|0.737	GO:0110165|0.716	GO:0008150|0.881	GO:0009987|0.489
HDHD5_MOUSE	GO:0005575|0.717	GO:0110165|0.679	GO:0008150|0.835	GO:0009987|0.442
EVGS_ECOLI	GO:0005575|0.726	GO:0110165|0.706	GO:0008150|0.869	GO:0009987|0.468
ALKB2_MOUSE	GO:0005575|0.715	GO:0110165|0.696	GO:0008150|0.601
MOBP_HUMAN	GO:0005575|0.895	GO:0110165|0.858	GO:0008150|0.661
PDE1A_HUMAN	GO:0005575|0.613	GO:0110165|0.558	GO:0008150|0.786	GO:0009987|0.316
UMPS_CAEEL	GO:0005575|0.687	GO:0110165|0.644	GO:0008150|0.775
PH4H_RAT	GO:0005575|0.733	GO:0110165|0.709	GO:0008150|0.796	GO:0009987|0.389
MYB_CHICK	GO:0005575|0.681	GO:0110165|0.655	GO:0008150|0.871	GO:0009987|0.511
MICA2_MOUSE	GO:0005575|0.807	GO:0110165|0.769	GO:0008150|0.822	GO:0009987|0.430
U89C1_ARATH	GO:0005575|0.678	GO:0110165|0.590	GO:0008150|0.792
EPO_HUMAN	GO:0005575|0.706	GO:0110165|0.644	GO:0008150|0.795
ANK3_RAT	GO:0005575|0.869	GO:0110165|0.854	GO:0008150|0.844	GO:0009987|0.420
UB2E3_MOUSE	GO:0005575|0.843	GO:0110165|0.806	GO:0008150|0.833	GO:0009987|0.444
RL30_MOUSE	GO:0005575|0.638	GO:0110165|0.635	GO:0008150|0.636
RYR2_RAT	GO:0005575|0.845	GO:0110165|0.840	GO:0008150|0.935	GO:0016020|0.320	GO:0009987|0.589	GO:0050896|0.505	GO:0050789|0.575	GO:0065007|0.654	GO:0006950|0.315
DCK1_YEAST	GO:0005575|0.811	GO:0110165|0.782	GO:0008150|0.860	GO:0009987|0.370
HERC5_HUMAN	GO:0005575|0.854	GO:0110165|0.826	GO:0008150|0.860	GO:0009987|0.398
SWET5_ARATH	GO:0005575|0.751	GO:0110165|0.709	GO:0008150|0.785
GET1_SCHPO	GO:0005575|0.858	GO:0110165|0.829	GO:0008150|0.680
SP4A_BACAN	GO:0005575|0.702	GO:0110165|0.643	GO:0008150|0.682
LAPM5_HUMAN	GO:0005575|0.806	GO:0110165|0.753	GO:0008150|0.752	GO:0009987|0.345
TRADD_DANRE	GO:0005575|0.707	GO:0110165|0.668	GO:0008150|0.798	GO:0009987|0.356
TYPH_ECOLI	GO:0005575|0.676	GO:0110165|0.629	GO:0008150|0.697
CBP1_SABMA	GO:0005575|0.526	GO:0110165|0.472	GO:0008150|0.761
FXD5B_XENLA	GO:0005575|0.789	GO:0110165|0.725	GO:0008150|0.825	GO:0009987|0.344
RN138_XENLA	GO:0005575|0.617	GO:0110165|0.593	GO:0008150|0.883	GO:0009987|0.506
DHE3_ARATH	GO:0005575|0.643	GO:0110165|0.601	GO:0008150|0.723
YQ86_SCHPO	GO:0005575|0.736	GO:0110165|0.715	GO:0008150|0.782	GO:0009987|0.386
TATB_PEA	GO:0005575|0.815	GO:0110165|0.815	GO:0008150|0.807	GO:0009987|0.413
P4K2A_RAT	GO:0005575|0.782	GO:0110165|0.725	GO:0008150|0.848	GO:0009987|0.465
GLUT4_MOUSE	GO:0005575|0.812	GO:0110165|0.801	GO:0008150|0.817	GO:0009987|0.382
ASCL1_HUMAN	GO:0005575|0.749	GO:0110165|0.728	GO:0008150|0.846	GO:0009987|0.397
TAXB1_HUMAN	GO:0005575|0.826	GO:0110165|0.801	GO:0008150|0.782	GO:0009987|0.347
MAC1_YEAST	GO:0005575|0.803	GO:0110165|0.769	GO:0008150|0.867	GO:0009987|0.450
LIS1_BOVIN	GO:0005575|0.593	GO:0110165|0.530	GO:0008150|0.858	GO:0009987|0.364
2AAA_HUMAN	GO:0005575|0.754	GO:0110165|0.713	GO:0008150|0.743
SFG1_YEAST	GO:0005575|0.860	GO:0110165|0.818	GO:0008150|0.697
TPST1_HUMAN	GO:0005575|0.717	GO:0110165|0.682	GO:0008150|0.880	GO:0009987|0.529
IF4F1_YEAST	GO:0005575|0.862	GO:0110165|0.834	GO:0008150|0.692
CD99_MOUSE	GO:0005575|0.758	GO:0110165|0.716	GO:0008150|0.809
RL212_ARATH	GO:0005575|0.796	GO:0110165|0.757	GO:0008150|0.661
YIA1_YEAST	GO:0005575|0.689	GO:0110165|0.619	GO:0008150|0.794	GO:0009987|0.383
MCE3R_MYCTU	GO:0005575|0.694	GO:0110165|0.609	GO:0008150|0.830	GO:0009987|0.471
ATRMA_PYRAB	GO:0005575|0.757	GO:0110165|0.664	GO:0008150|0.720
MPI_MOUSE	GO:0005575|0.811	GO:0110165|0.772	GO:0008150|0.835	GO:0009987|0.453
VATA1_DROME	GO:0005575|0.647	GO:0110165|0.609	GO:0008150|0.818	GO:0009987|0.377
HOKC_ECOLI	GO:0005575|0.644	GO:0110165|0.586	GO:0008150|0.753
VPS51_CAEEL	GO:0005575|0.791	GO:0110165|0.753	GO:0008150|0.735	GO:0009987|0.304
GDO_TRIMO	GO:0005575|0.516	GO:0110165|0.394	GO:0032501|0.319	GO:0008150|0.971	GO:0009987|0.713	GO:0050896|0.600	GO:0050789|0.770	GO:0065007|0.804	GO:0050794|0.367	GO:0006950|0.485
TODS_PSEPT	GO:0005575|0.746	GO:0110165|0.723	GO:0008150|0.812	GO:0009987|0.344
E2SN1_SYLSP	GO:0005575|0.778	GO:0110165|0.778	GO:0008150|0.813
WN11B_XENLA	GO:0005575|0.684	GO:0110165|0.636	GO:0008150|0.847	GO:0009987|0.310
Y1417_MYCTU	GO:0005575|0.611	GO:0110165|0.569	GO:0008150|0.717
CC106_HUMAN	GO:0005575|0.850	GO:0110165|0.804	GO:0008150|0.818	GO:0009987|0.486
PPM1A_HUMAN	GO:0005575|0.730	GO:0110165|0.657	GO:0008150|0.874	GO:0009987|0.407
CP3A7_HUMAN	GO:0005575|0.863	GO:0110165|0.841	GO:0008150|0.834	GO:0009987|0.444
SEM4A_MOUSE	GO:0005575|0.764	GO:0110165|0.746	GO:0008150|0.815	GO:0009987|0.347
SFXN2_HUMAN	GO:0005575|0.601	GO:0110165|0.504	GO:0008150|0.681
DSC1_MOUSE	GO:0005575|0.740	GO:0110165|0.696	GO:0008150|0.822
CRT_PLAF7	GO:0005575|0.807	GO:0110165|0.749	GO:0008150|0.882	GO:0009987|0.542
CISY5_ARATH	GO:0005575|0.794	GO:0110165|0.763	GO:0008150|0.851	GO:0009987|0.407
TM6S1_MOUSE	GO:0005575|0.727	GO:0110165|0.707	GO:0008150|0.788	GO:0009987|0.306
METZ_PSEAE	GO:0005575|0.608	GO:0110165|0.592	GO:0008150|0.671
GSMT_SYNPX	GO:0005575|0.557	GO:0110165|0.535	GO:0008150|0.667
GATA5_CHICK	GO:0005575|0.774	GO:0110165|0.761	GO:0008150|0.949	GO:0009987|0.646	GO:0050789|0.341	GO:0065007|0.389
PTNAB_ECOLI	GO:0005575|0.805	GO:0110165|0.749	GO:0008150|0.789	GO:0009987|0.398
BRIZ2_ARATH	GO:0005575|0.812	GO:0110165|0.770	GO:0008150|0.896	GO:0009987|0.548
DAPA_AGRFC	GO:0005575|0.729	GO:0110165|0.722	GO:0008150|0.778	GO:0009987|0.346
RT51_SCHPO	GO:0005575|0.793	GO:0110165|0.738	GO:0008150|0.653
OR5MA_HUMAN	GO:0005575|0.640	GO:0110165|0.606	GO:0008150|0.791
DTN1_CAEEL	GO:0005575|0.780	GO:0110165|0.733	GO:0008150|0.850	GO:0009987|0.428
KIP1_YEAST	GO:0005575|0.870	GO:0110165|0.833	GO:0008150|0.844	GO:0009987|0.469
CHEA_ECOLI	GO:0005575|0.768	GO:0110165|0.748	GO:0008150|0.811	GO:0009987|0.391
GSC_DROME	GO:0005575|0.758	GO:0110165|0.711	GO:0008150|0.864	GO:0009987|0.364
TCEA2_RAT	GO:0005575|0.801	GO:0110165|0.767	GO:0008150|0.829	GO:0009987|0.404
TSR4_YEAST	GO:0005575|0.783	GO:0110165|0.749	GO:0008150|0.801	GO:0009987|0.414
RL32B_SCHPO	GO:0005575|0.688	GO:0110165|0.665	GO:0008150|0.668
FZD1_RAT	GO:0005575|0.757	GO:0110165|0.697	GO:0008150|0.907	GO:0009987|0.458
